Information,Record_No,273,Record_No,274,Record_No,275,Record_No,276,Record_No,277,Record_No,278,Record_No,279,Record_No,280,Record_No,281,Record_No,282,Record_No,283,Record_No,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,Animal ID,Animal_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,181,-10.01555,181,9.231767,181,31.54823,181,38.82898,181,-29.17569,181,-64.98586,181,-92.50143,181,-113.0131,181,-39.11617,181,8.302234,402,118.0656,402,129.9486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,181.5,-10.88392,181.5,7.699378,181.5,30.29166,181.5,36.55758,181.5,-28.7331,181.5,-64.87254,181.5,-93.6785,181.5,-115.051,181.5,-37.87259,181.5,9.120567,403,117.2595,403,131.0193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,182,-11.69743,182,6.310424,182,28.26895,182,33.35143,182,-29.3862,182,-65.34047,182,-94.72245,182,-115.8259,182,-37.8224,182,9.443615,404,116.3663,404,132.6049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,182.5,-12.24641,182.5,5.451483,182.5,27.1987,182.5,31.68551,182.5,-30.39339,182.5,-66.71213,182.5,-96.39213,182.5,-117.8863,182.5,-39.15264,182.5,7.587268,405,116.2262,405,134.3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,183,-13.63144,183,3.431724,183,25.44103,183,29.55553,183,-31.70506,183,-67.61085,183,-98.7432,183,-120.7975,183,-40.62316,183,5.250191,406,113.843,406,133.7702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,183.5,-15.25241,183.5,0.7989409,183.5,22.22657,183.5,26.40338,183.5,-32.99042,183.5,-68.36471,183.5,-100.0609,183.5,-121.6258,183.5,-42.87636,183.5,2.661515,407,110.0916,407,132.7922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,184,-16.23858,184,-1.040226,184,19.89691,184,23.5282,184,-33.31739,184,-69.08624,184,-100.2971,184,-121.7974,184,-44.48396,184,0.1131828,408,106.5425,408,132.6365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,184.5,-17.23904,184.5,-2.494989,184.5,18.21068,184.5,21.18726,184.5,-33.09475,184.5,-69.02016,184.5,-101.098,184.5,-123.5445,184.5,-43.08679,184.5,-1.208905,409,101.2503,409,131.0338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,185,-18.48522,185,-4.126584,185,16.99508,185,19.97023,185,-34.27368,185,-70.52782,185,-102.3766,185,-125.5663,185,-41.25709,185,-2.221333,410,96.89725,410,129.6054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,185.5,-19.62743,185.5,-5.841396,185.5,16.91615,185.5,19.65952,185.5,-36.66047,185.5,-73.52294,185.5,-104.3561,185.5,-126.9691,185.5,-42.13744,185.5,-4.234725,411,92.26161,411,128.7702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,186,-20.39362,186,-7.317489,186,16.37984,186,18.98992,186,-38.57164,186,-75.39907,186,-105.9103,186,-128.2788,186,-44.41431,186,-8.055477,412,88.57231,412,127.6773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,186.5,-20.70318,186.5,-8.541172,186.5,13.72746,186.5,16.28409,186.5,-40.36773,186.5,-76.82784,186.5,-105.9785,186.5,-129.6231,186.5,-46.08322,186.5,-11.6816,413,83.5018,413,125.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,187,-21.33407,187,-9.894005,187,11.385,187,13.4565,187,-41.10429,187,-78.26768,187,-106.2228,187,-131.2291,187,-47.21387,187,-13.93885,414,79.1871,414,123.2718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,187.5,-22.21538,187.5,-11.26221,187.5,10.41413,187.5,12.18826,187.5,-40.77464,187.5,-79.44991,187.5,-106.1589,187.5,-131.8933,187.5,-48.19423,187.5,-15.78138,415,75.92966,415,121.3705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,188,-22.59278,188,-12.01066,188,9.200021,188,10.95747,188,-41.55519,188,-80.37115,188,-105.7341,188,-131.6029,188,-48.78734,188,-16.62656,416,71.46721,416,119.2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,188.5,-22.90683,188.5,-12.44733,188.5,8.879704,188.5,10.87348,188.5,-43.0554,188.5,-81.73585,188.5,-106.5431,188.5,-132.8104,188.5,-50.27359,188.5,-18.82496,417,66.97239,417,115.4506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,189,-23.59436,189,-13.12165,189,9.049774,189,11.26557,189,-45.09375,189,-84.5617,189,-107.1065,189,-134.1242,189,-53.58171,189,-22.54706,418,63.12973,418,111.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,189.5,-23.85566,189.5,-13.57793,189.5,7.051545,189.5,9.725405,189.5,-47.31185,189.5,-87.61041,189.5,-107.5418,189.5,-134.7493,189.5,-57.38676,189.5,-26.39642,419,58.38579,419,108.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,190,-23.72231,190,-13.66651,190,5.066351,190,7.609968,190,-48.76404,190,-89.36755,190,-108.7158,190,-135.8871,190,-60.79026,190,-30.53588,420,52.17008,420,101.8122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,190.5,-24.30265,190.5,-14.20345,190.5,4.412608,190.5,5.375237,190.5,-50.13498,190.5,-90.17468,190.5,-108.3277,190.5,-135.3951,190.5,-62.91513,190.5,-33.59761,421,47.99891,421,97.75528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,191,-25.36304,191,-15.20343,191,2.913886,191,3.010174,191,-50.95128,191,-90.59646,191,-106.4852,191,-133.9459,191,-64.35085,191,-35.66802,422,43.37108,422,93.56448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,191.5,-25.58925,191.5,-15.73886,191.5,2.316932,191.5,2.710887,191.5,-50.72058,191.5,-90.91061,191.5,-105.7261,191.5,-133.9511,191.5,-66.45621,191.5,-37.24923,423,39.5461,423,88.31214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,192,-25.43673,192,-16.27052,192,2.383642,192,2.669645,192,-50.60847,192,-91.11985,192,-106.0381,192,-134.6927,192,-67.64891,192,-38.53782,424,36.21843,424,83.62032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,192.5,-25.39451,192.5,-16.89433,192.5,1.035179,192.5,0.6613466,192.5,-51.61927,192.5,-91.47686,192.5,-105.4674,192.5,-135.8627,192.5,-68.45509,192.5,-41.0302,425,33.80889,425,79.73494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,193,-25.47812,193,-17.47062,193,-0.5071507,193,-1.201203,193,-52.66713,193,-91.837,193,-104.4925,193,-136.4612,193,-70.87858,193,-45.25965,426,29.8418,426,74.37326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,193.5,-26.21972,193.5,-18.28028,193.5,-2.330849,193.5,-2.911934,193.5,-51.49549,193.5,-90.6437,193.5,-103.9604,193.5,-136.0565,193.5,-74.34406,193.5,-49.01361,427,27.08526,427,70.07767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,194,-26.5881,194,-18.35662,194,-4.829494,194,-5.570517,194,-49.35884,194,-88.53246,194,-102.6116,194,-135.003,194,-76.25426,194,-50.31932,428,24.46236,428,65.91441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,194.5,-26.49903,194.5,-18.40593,194.5,-6.150922,194.5,-7.39956,194.5,-47.95475,194.5,-87.22131,194.5,-102.0441,194.5,-134.4103,194.5,-75.34229,194.5,-50.78893,429,21.55997,429,60.81152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,195,-26.8593,195,-19.17819,195,-6.433021,195,-7.863402,195,-46.87378,195,-86.32726,195,-101.936,195,-135.0222,195,-75.73745,195,-52.85946,430,17.68608,430,55.71111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,195.5,-26.64674,195.5,-19.41326,195.5,-7.460821,195.5,-9.362041,195.5,-46.91495,195.5,-85.77544,195.5,-100.3444,195.5,-135.1474,195.5,-78.3952,195.5,-55.77565,431,14.77889,431,51.6164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,196,-26.01318,196,-19.04599,196,-8.478466,196,-11.51967,196,-47.49974,196,-85.85678,196,-99.95477,196,-136.2746,196,-80.59554,196,-58.14455,432,11.33125,432,47.82141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,196.5,-26.37451,196.5,-19.46619,196.5,-10.22406,196.5,-13.88777,196.5,-46.73061,196.5,-84.65775,196.5,-100.5517,196.5,-137.3722,196.5,-81.36051,196.5,-59.69946,433,7.407641,433,42.47913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,197,-26.59034,197,-19.95429,197,-13.7361,197,-17.41724,197,-44.54715,197,-82.29716,197,-100.3527,197,-137.0067,197,-81.69457,197,-61.05753,434,4.236224,434,38.41291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,197.5,-26.04846,197.5,-19.67366,197.5,-15.32271,197.5,-20.26135,197.5,-41.29829,197.5,-80.04113,197.5,-101.2936,197.5,-138.8661,197.5,-82.45084,197.5,-62.08984,435,1.271357,435,34.25751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,198,-26.29237,198,-20.09908,198,-14.76081,198,-21.59158,198,-38.27408,198,-77.36623,198,-102.5185,198,-142.1399,198,-81.25869,198,-61.6082,436,-2.009857,436,29.7828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,198.5,-26.60762,198.5,-20.88279,198.5,-15.64488,198.5,-22.4514,198.5,-36.89473,198.5,-76.08405,198.5,-103.6891,198.5,-144.5419,198.5,-80.08722,198.5,-61.31955,437,-4.707559,437,24.61869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,199,-26.13474,199,-20.97803,199,-16.73472,199,-23.68836,199,-35.93748,199,-75.93058,199,-107.243,199,-147.0981,199,-81.25567,199,-63.4191,438,-6.55931,438,20.6891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,199.5,-26.21638,199.5,-20.98115,199.5,-17.53208,199.5,-25.90382,199.5,-35.15792,199.5,-75.52606,199.5,-112.3741,199.5,-151.9987,199.5,-81.8665,199.5,-66.41349,439,-8.596849,439,16.69304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,200,-26.74085,200,-21.37756,200,-19.58001,200,-29.26816,200,-35.46768,200,-76.27312,200,-117.455,200,-158.4974,200,-82.11181,200,-68.73347,440,-10.71991,440,12.29828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,200.5,-26.82358,200.5,-21.68519,200.5,-21.54267,200.5,-32.23446,200.5,-35.87242,200.5,-77.61867,200.5,-121.3426,200.5,-162.6388,200.5,-83.25883,200.5,-70.97852,441,-11.18631,441,9.071375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,201,-26.56349,201,-22.3598,201,-22.77181,201,-33.73523,201,-36.05269,201,-78.09811,201,-124.2185,201,-165.2198,201,-83.58768,201,-72.40612,442,-12.32417,442,6.105726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,201.5,-26.49797,201.5,-23.29081,201.5,-23.45432,201.5,-34.74023,201.5,-37.76086,201.5,-79.78826,201.5,-126.4738,201.5,-167.7864,201.5,-82.74895,201.5,-71.91205,443,-14.43605,443,2.649369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,202,-26.53373,202,-23.72677,202,-23.29127,202,-35.1793,202,-40.77259,202,-83.63194,202,-127.7512,202,-169.3976,202,-82.86668,202,-72.21624,444,-14.52358,444,-0.2496648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,202.5,-25.91992,202.5,-24.46334,202.5,-23.42774,202.5,-36.03633,202.5,-44.30563,202.5,-88.08105,202.5,-129.0335,202.5,-170.5431,202.5,-84.60846,202.5,-74.91236,445,-13.98208,445,-2.330522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,203,-25.29435,203,-24.99342,203,-25.27518,203,-38.61259,203,-49.51543,203,-94.28265,203,-129.4854,203,-170.7581,203,-86.14678,203,-78.11244,446,-14.57206,446,-5.91475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,203.5,-25.29526,203.5,-25.22082,203.5,-27.53601,203.5,-41.14679,203.5,-54.16127,203.5,-100.2395,203.5,-128.8777,203.5,-170.5293,203.5,-87.33118,203.5,-80.4255,447,-14.9226,447,-8.616977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,204,-25.30131,204,-25.78725,204,-29.10757,204,-42.15953,204,-55.23079,204,-102.0341,204,-128.3288,204,-170.5105,204,-88.36622,204,-81.97231,448,-15.07461,448,-10.75018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,204.5,-25.30681,204.5,-25.98624,204.5,-30.20531,204.5,-43.07133,204.5,-55.56127,204.5,-103.0868,204.5,-127.0594,204.5,-169.7371,204.5,-88.27186,204.5,-83.0075,449,-15.05417,449,-12.54192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,205,-25.5815,205,-25.4227,205,-30.58532,205,-43.81714,205,-57.59903,205,-105.4835,205,-126.1997,205,-169.6664,205,-89.16261,205,-84.85915,450,-16.38238,450,-15.8879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,205.5,-25.77476,205.5,-25.004,205.5,-31.02924,205.5,-43.77825,205.5,-59.5428,205.5,-107.0623,205.5,-126.2196,205.5,-170.6241,205.5,-91.37921,205.5,-88.12885,451,-16.6327,451,-18.44979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,206,-25.55342,206,-25.11762,206,-32.62761,206,-45.05569,206,-61.94758,206,-108.6386,206,-125.8715,206,-171.2013,206,-93.80033,206,-91.73322,452,-16.09262,452,-20.22709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,206.5,-25.19675,206.5,-24.54142,206.5,-34.68065,206.5,-47.14536,206.5,-64.3565,206.5,-110.2307,206.5,-125.4049,206.5,-171.5762,206.5,-97.62724,206.5,-96.63044,453,-16.08237,453,-22.14668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,207,-25.31353,207,-24.2213,207,-36.15982,207,-48.79449,207,-64.04511,207,-110.5469,207,-125.3025,207,-171.5238,207,-100.0838,207,-101.2019,454,-14.9786,454,-22.84611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,207.5,-25.3416,207.5,-24.51471,207.5,-38.66406,207.5,-50.55907,207.5,-62.58958,207.5,-110.0929,207.5,-124.8146,207.5,-171.0701,207.5,-100.438,207.5,-103.3313,455,-13.14078,455,-22.75012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
